72,73
72,70
72,71
72,67
70,69
69,68
81,80
81,82
80,83
83,84
80,77
77,75
75,76
75,79
75,61
75,78
78,85
85,87
85,86
61,59
61,62
62,67
62,63
63,64
63,65
63,66
59,60
59,51
51,52
51,56
56,57
56,58
51,48
48,49
48,50
48,47
47,46
48,37
36,37
37,38
38,39
39,40
40,41
41,44
41,42
42,43
44,45
52,53
53,54
53,55
55,89
89,88
89,90
90,91
91,92
90,93
93,95
93,96
93,94
96,97
97,98
97,99
99,101
98,100
100,102
101,103
103,104
97,105
105,106
105,107
107,106
106,108
106,109
109,110
106,111
111,112
112,113
113,114
112,137
115,114
115,118
118,119
119,120
119,127
119,128
120,121
120,122
122,123
122,284
284,125
284,126
118,129
129,13
130,131
115,116
116,117
137,138
137,136
136,139
139,140
139,141
139,142
136,133
133,134
134,135
133,132
113,148
148,147
148,149
151,150
151,148
147,146
146,145
146,144
146,143
151,152
152,153
153,154
154,155
155,157
157,156
157,158
158,159
159,160
157,161
161,162
162,181
162,176
162,163
163,164
164,165
165,166
166,167
167,170
170,168
170,169
169,278
169,5
5,3
5,9
7,4
7,8
9,12
9,10
10,11
12,13
12,14
12,15
15,26
26,16
26,17
26,25
26,24
24,21
21,22
21,20
22,23
25,19
17,18
3,2
3,6
3,29
2,1
29,30
30,31
29,32
32,33
33,34
32,35
35,37
14,27
14,28
164,173
164,171
171,172
173,174
174,176
174,175
176,177
181,180
180,179
179,178
181,187
187,188
188,189
188,190
190,192
190,199
181,182
182,183
183,184
185,186
192,191
192,194
192,193
193,195
194,196
196,197
197,198
199,200
200,204
200,201
200,202
202,203
204,285
204,205
285,208
285,209
209,207
208,206
212,210
212,211
212,285
212,213
213,214
213,215
213,216
170,221
221,217
221,218
221,220
220,219
221,222
222,223
222,225
225,224
225,226
226,227
227,228
228,234
228,229
229,230
229,231
231,232
232,233
234,235
235,236
278,263
278,283
283,262
283,260
283,261
260,263
261,263
283,279
280,283
264,283
282,283
281,283
280,277
281,276
276,272
272,271
276,273
273,270
282,275
275,274
274,269
268,266
267,266
266,265
265,264
264,283
260,259
259,258
258,257
258,287
287,256
287,286
286,254
254,253
252,251
252,250
250,249
252,255
255,286
286,246
246,245
246,247
245,244
244,242
242,243
242,241
241,239
241,238
241,240
240,237
255,248
